Uuid,Void/Retire,Fully specified name:en,Short name:en,Same as mappings,Description:en,...,_version:1,_order:121,Data class,Data type,Answers
d70b2de2-eeea-4c5c-baaa-964d204556a4,,Acute  alcohol intoxication with trauma and/or other bodily injury,[F10.01] Acute  alcohol intoxication with trauma or other bodily injury,ICD 10 - WHO:F10.01,,,,,Diagnosis,N/A,
13b90e7b-364e-415a-8e0d-9c67d31cb99d,,Acute alcohol intoxication with other medical complications,[F10.02] Acute alcohol  intoxication with other medical complications,ICD 10 - WHO:F10.02,,,,,Diagnosis,N/A,
960acbbb-d897-4a09-926e-3854f2a32e4k,," Acute alcohol intoxication with delirium",[F10.03] Acute alcohol  intoxication with delirium,ICD 10 - WHO:F10.03,,,,,Diagnosis,N/A,
35f60284-ecd4-4372-8f78-5965e1329aaj,," Acute alcohol intoxication with perceptual distortions",[F10.04] Acute alcohol  intoxication with perceptual distortions,ICD 10 - WHO:F10.04,,,,,Diagnosis,N/A,
25249cc4-f814-4e60-a1ac-6e9efb569d44,," Acute alcohol intoxication with coma",[F10.05] Acute alcohol  intoxication with coma,ICD 10 - WHO:F10.05,,,,,Diagnosis,N/A,
eb9ea4d2-4698-450e-8ead-a1a7336ea04c,," Acute alcohol intoxication with convulsions",[F10.06] Acute alcohol  intoxication with convulsions,ICD 10 - WHO:F10.06,,,,,Diagnosis,N/A,
58499c1c-009d-4159-8657-5b9fcd646ffe,," Pathological alcohol  intoxication",[F10.07] Pathological alcohol  intoxication,ICD 10 - WHO:F10.07,,,,,Diagnosis,N/A,
1799e8fa-9240-41f9-882a-2dce0ef49021,," Harmful use of alcohol",[F10.1] Harmful use of alcohol,ICD 10 - WHO:F10.1,,,,,Diagnosis,N/A,
c4135339-b860-4f64-a046-c6b39e1534f4,," Alcohol dependence syndrome",[F10.2] Alcohol dependence syndrome,ICD 10 - WHO:F10.2,,c,,,Diagnosis,N/A,
aaab08b2-0f5c-4cb0-b84c-f432216f688b,," Alcohol dependence syndrome - Currently abstinent",[F10.20] Alcohol dependence syndrome - Currently abstinent,ICD 10 - WHO:F10.20,,,,,Diagnosis,N/A,
54a326c0-58aa-4362-b2ec-54bda29ecf21,," Alcohol dependence syndrome - Currently abstinent, but in a protected environment","[F10.21] Alcohol dependence syndrome - Currently abstinent, but in a protected environment",ICD 10 - WHO:F10.21,,,,,Diagnosis,N/A,
277d075e-1d19-4295-b34b-606d21136d50,," Controlled alcohol dependence - Currently on a clinically supervised maintenance or replacement regime ","[F10.22] Controlled alcohol dependence - Currently on a clinically supervised maintenance or replacement regime ",ICD 10 - WHO:F10.22,,,,,Diagnosis,N/A,
f8a3e843-2933-4c84-ade2-4f4f375dc558,," Alcohol dependence syndrome - Currently abstinent, but receiving treatment with aversive or blocking drugs","[F10.23] Alcohol dependence syndrome - Currently abstinent, but receiving treatment with aversive or blocking drugs",ICD 10 - WHO:F10.23,,,,,Diagnosis,N/A,
4578ab54-12f5-4bce-8f2e-5f4ed6b1165f,," Alcohol dependence syndrome - Currently using the substance (active dependence)",[F10.24] Alcohol dependence syndrome - Currently using the substance (active dependence),ICD 10 - WHO:F10.24,,,,,Diagnosis,N/A,
e7592cd6-9dcf-44d1-a5e5-77e90a9d0a89,," Alcohol dependence syndrome - Continuous use",[F10.25] Alcohol dependence syndrome - Continuous use,ICD 10 - WHO:F10.25,,,,,Diagnosis,N/A,
46253101-9c53-4db0-8eaf-c93b87983817,," Alcohol dependence syndrome - Episodic use (dipsomania)",[F10.26] Alcohol dependence syndrome - Episodic use (dipsomania),ICD 10 - WHO:F10.26,,,,,Diagnosis,N/A,
6bc893b6-47fa-420a-b7e1-ae217588ee58,," Alcohol dependence syndrome - Withdrawal state",[F10.3] Alcohol dependence syndrome - Withdrawal state,ICD 10 - WHO:F10.3,,,,,Diagnosis,N/A,
50f818f1-164c-46e1-bbaa-ae7b74ccd6b1,," Alcohol dependence syndrome - Withdrawal state Uncomplicated",[F10.30] Alcohol dependence syndrome - Withdrawal state Uncomplicated,ICD 10 - WHO:F10.30,,,,,Diagnosis,N/A,
bee4d61b-6daa-4341-b558-64cf272244f9,," Alcohol dependence syndrome - withdrawal state with convulsions",[F10.31] Alcohol dependence syndrome - withdrawal state with convulsions,ICD 10 - WHO:F10.31,,,,,Diagnosis,N/A,
a9c892bb-d7e2-4443-b795-761014b5a56d,," Alcohol dependence syndrome - Withdrawal state withdrawal state with delirium",[F10.4] Alcohol dependence syndrome - Withdrawal state withdrawal state with delirium,ICD 10 - WHO:F10.4,,,,,Diagnosis,N/A,
8483f827-e761-4409-a423-5cc955c51503,," Alcohol dependence syndrome - Withdrawal state without convulsions",[F10.40] Alcohol dependence syndrome - Withdrawal state without convulsions,ICD 10 - WHO:F10.40,,,,,Diagnosis,N/A,
f9d9e26c-1470-442b-b5e2-90d6ab1fe912,," Mental and behavioural disorders due to use of alcohol - Psychotic disorder",[F10.5] Mental and behavioural disorders due to use of alcohol - Psychotic disorder,ICD 10 - WHO:F10.5,,,,,Diagnosis,N/A,
1bf9afe2-e561-44f5-a5a2-31486d02a285,," Alcohol-induced psychotic disorder, schizophrenia-like","[F10.50] Alcohol-induced psychotic disorder, schizophrenia-like",ICD 10 - WHO:F10.50,,,,,Diagnosis,N/A,
ed6c1671-9284-4589-9a08-08044f1951a3,," Alcohol-induced psychotic disorder, predominantly delusional","[F10.51] Alcohol-induced psychotic disorder, predominantly delusional",ICD 10 - WHO:F10.51,,,,,Diagnosis,N/A,
cfbcd03e-16ae-4737-9349-dbd5e79b43af,," Alcohol-induced psychotic disorder, predominantly hallucinatory","[F10.52] Alcohol-induced psychotic disorder, predominantly hallucinatory",ICD 10 - WHO:F10.52,,,,,Diagnosis,N/A,
012cd782-bccb-4c7d-963f-d54a93a16833,," Alcohol-induced psychotic disorder, predominantly polymorphic","[F10.53] Alcohol-induced psychotic disorder, predominantly polymorphic",ICD 10 - WHO:F10.53,,,,,Diagnosis,N/A,
d14d6581-5862-4786-b544-05177c62dfd9,," Alcohol-induced psychotic disorder, predominantly depressive symptoms","[F10.54] Alcohol-induced psychotic disorder, predominantly depressive symptoms",ICD 10 - WHO:F10.54,,,,,Diagnosis,N/A,
7cfaa64a-fef7-4b06-9732-50ef3d4aa3e4,," Alcohol-induced disorder, predominantly manic symptoms","[F10.55] Alcohol-induced disorder, predominantly manic symptoms",ICD 10 - WHO:F10.55,,,,,Diagnosis,N/A,
37c4e918-26ce-43e0-a52e-d190c5be962a,," Alcohol-induced psychotic disorder, mixed","[F10.56] Alcohol-induced psychotic disorder, mixed",ICD 10 - WHO:F10.56,,,,,Diagnosis,N/A,
90e2dd97-6693-4e34-adb4-973e89c38615,," Mental and behavioural disorders due to use of alcohol - Alcohol-induced amnesic syndrome",[F10.6] Mental and behavioural disorders due to use of alcohol - Alcohol-induced amnesic syndrome,ICD 10 - WHO:F10.6,,,,,Diagnosis,N/A,
64b5f18c-d008-452f-9c4e-e37de4e7691a,," Mental and behavioural disorders due to use of alcohol - Residual and late-onset psychotic disorder",[F10.7] Mental and behavioural disorders due to use of alcohol - Residual and late-onset psychotic disorder,ICD 10 - WHO:F10.7,,,,,Diagnosis,N/A,
c535fb18-eb1d-4ce5-bab9-ade0fee9171d,," Mental and behavioural disorders due to use of alcohol - Flashbacks",[F10.70] Mental and behavioural disorders due to use of alcohol - Flashbacks,ICD 10 - WHO:F10.70,,,,,Diagnosis,N/A,
37d780eb-81a2-4acf-acb3-ce498642a6ee,," Mental and behavioural disorders due to use of alcohol - Personality or behaviour disorder",[F10.71] Mental and behavioural disorders due to use of alcohol - Personality or behaviour disorder,ICD 10 - WHO:F10.71,,,,,Diagnosis,N/A,
4f5fc75c-b34d-439c-8615-cc4ca08dcbb7,," Mental and behavioural disorders due to use of alcohol - Residual affective disorder",[F10.72] Mental and behavioural disorders due to use of alcohol - Residual affective disorder,ICD 10 - WHO:F10.72,,,,,Diagnosis,N/A,
1d45e9a9-9a7b-46bb-9567-91b879c66cbc,," Mental and behavioural disorders due to use of alcohol - Dementia",[F10.73] Mental and behavioural disorders due to use of alcohol - Dementia,ICD 10 - WHO:F10.73,,,,,Diagnosis,N/A,
e7864692-6945-407f-84bc-88de6ab7d41d,," Mental and behavioural disorders due to use of alcohol - Other persisting cognitive impairment",[F10.74] Mental and behavioural disorders due to use of alcohol - Other persisting cognitive impairment,ICD 10 - WHO:F10.74,,,,,Diagnosis,N/A,
27811bd9-998a-4278-a16d-ca17565f4ba3,," Mental and behavioural disorders due to use of alcohol - Late-onset psychotic disorder",[F10.75] Mental and behavioural disorders due to use of alcohol - Late-onset psychotic disorder,ICD 10 - WHO:F10.75,,,,,Diagnosis,N/A,
42700e6e-296e-40c9-add1-507b50f829cf,," Mental and behavioural disorders due to use of opioids - Acute intoxication",[F11.0] Mental and behavioural disorders due to use of opioids - Acute intoxication,ICD 10 - WHO:F11.0,,,,,Diagnosis,N/A,
7e21de27-fdc7-4803-86c1-d3d66caa5c81,," Mental and behavioural disorders due to use of opioids - Acute intoxication, Uncomplicated","[F11.00] Mental and behavioural disorders due to use of opioids - Acute intoxication, Uncomplicated",ICD 10 - WHO:F11.00,,,,,Diagnosis,N/A,
fed5e657-6fb5-48d2-9c05-bab23967d8aa,," Mental and behavioural disorders due to use of opioids - Acute intoxication - With trauma or other bodily injury",[F11.01] Mental and behavioural disorders due to use of opioids - Acute intoxication - With trauma or other bodily injury,ICD 10 - WHO:F11.01,,,,,Diagnosis,N/A,
e020e274-81da-4cea-81ce-6861c48abbe2,," Mental and behavioural disorders due to use of opioids - Acute intoxication - With other medical complications",[F11.02] Mental and behavioural disorders due to use of opioids - Acute intoxication - With other medical complications,ICD 10 - WHO:F11.02,,,,,Diagnosis,N/A,
f8200e80-f4ac-4657-9ec9-0a35a18d4423,," Mental and behavioural disorders due to use of opioids - Acute intoxication - With delirium",[F11.03] Mental and behavioural disorders due to use of opioids - Acute intoxication - With delirium,ICD 10 - WHO:F11.03,,,,,Diagnosis,N/A,
2d509be8-8d62-4190-b964-7e5ec0188ac8,," Mental and behavioural disorders due to use of opioids - Acute intoxication - With perceptual distortions",[F11.04] Mental and behavioural disorders due to use of opioids - Acute intoxication - With perceptual distortions,ICD 10 - WHO:F11.04,,,,,Diagnosis,N/A,
cbc833f7-d61f-42f9-9f88-ce554427547d,," Mental and behavioural disorders due to use of opioids - Acute intoxication - With coma",[F11.05] Mental and behavioural disorders due to use of opioids - Acute intoxication - With coma,ICD 10 - WHO:F11.05,,,,,Diagnosis,N/A,
cd606b52-c24d-49ad-8e51-5d62882abf86,," Mental and behavioural disorders due to use of opioids - Acute intoxication - With convulsions",[F11.06] Mental and behavioural disorders due to use of opioids - Acute intoxication - With convulsions,ICD 10 - WHO:F11.06,,,,,Diagnosis,N/A,
02fded33-7a35-4c74-8c1c-0303ed4a7f53,," Mental and behavioural disorders due to use of opioids - Acute intoxication - Pathological intoxication",[F11.07] Mental and behavioural disorders due to use of opioids - Acute intoxication - Pathological intoxication,ICD 10 - WHO:F11.07,,,,,Diagnosis,N/A,
1194a591-e5b0-4c1e-a7b3-3a0021421800,," Mental and behavioural disorders due to use of opioids - Harmful use",[F11.1] Mental and behavioural disorders due to use of opioids - Harmful use,ICD 10 - WHO:F11.1,,,,,Diagnosis,N/A,
10ec31d3-4ef2-4d94-bcea-45ab1d568818,," Mental and behavioural disorders due to use of opioids - Dependence syndrome",[F11.2] Mental and behavioural disorders due to use of opioids - Dependence syndrome,ICD 10 - WHO:F11.2,,,,,Diagnosis,N/A,
a4bb8401-9af8-473d-88d1-15d833d449a7,," Mental and behavioural disorders due to use of opioids - Dependence syndrome, currently abstinent","[F11.20] Mental and behavioural disorders due to use of opioids - Dependence syndrome, currently abstinent",ICD 10 - WHO:F11.20,,,,,Diagnosis,N/A,
80da8ccc-7360-4860-82f6-bfbb0121b13b,," Opiate dependence syndrome, currently abstinent, but in a protected environment","[F11.21] Opiate dependence syndrome, currently abstinent, but in a protected environment",ICD 10 - WHO:F11.21,,,,,Diagnosis,N/A,
0080f3b8-0bdb-420b-a74c-7fe4fe87ef8a,," Mental and behavioural disorders due to use of opioids - Controlled opiate dependence)",[F11.22] Mental and behavioural disorders due to use of opioids - Controlled opiate dependence),ICD 10 - WHO:F11.22,,,,,Diagnosis,N/A,
c7b1bf84-8ca6-4959-adc0-234e53177d06,," Opiate Dependence syndrome currently abstinent, but receiving treatment with aversive or blocking drugs","[F11.23] Opiate Dependence syndrome currently abstinent, but receiving treatment with aversive or blocking drugs",ICD 10 - WHO:F11.23,,,,,Diagnosis,N/A,
56716479-232f-45c4-a5d6-9e42cbb002e9,," Active Opiate dependence syndrome currently using the substance [active dependence]",[F11.24] Active Opiate dependence syndrome currently using the substance [active dependence],ICD 10 - WHO:F11.24,,,,,Diagnosis,N/A,
02b9ecb3-4a34-44a8-aaec-bc1a9a7b876f,," Mental and behavioural disorders due to use of opioids - Dependence syndrome, continuous use","[F11.25] Mental and behavioural disorders due to use of opioids - Dependence syndrome, continuous use",ICD 10 - WHO:F11.25,,,,,Diagnosis,N/A,
b4a0fbfc-b7e3-417a-99fc-7d87923094ab,," Mental and behavioural disorders due to use of opioids - Dependence syndrome, episodic use [dipsomania]","[F11.26] Mental and behavioural disorders due to use of opioids - Dependence syndrome, episodic use [dipsomania]",ICD 10 - WHO:F11.26,,,,,Diagnosis,N/A,
e07b01ce-00da-44a7-9911-b6ff2955ee95,," Mental and behavioural disorders due to use of opioids - Dependence syndrome, withdrawal state","[F11.3] Mental and behavioural disorders due to use of opioids - Dependence syndrome, withdrawal state",ICD 10 - WHO:F11.3,,,,,Diagnosis,N/A,
422b645f-29c7-4526-a83f-1f077f3f8444,," Mental and behavioural disorders due to use of opioids - Psychotic disorder",[F11.5] Mental and behavioural disorders due to use of opioids - Psychotic disorder,ICD 10 - WHO:F11.5,,,,,Diagnosis,N/A,
f1f1ef62-c948-48e3-bb5a-18c00e60a937,," Mental and behavioural disorders due to use of opioids - Psychotic disorder, schizophrenia-like","[F11.50] Mental and behavioural disorders due to use of opioids - Psychotic disorder, schizophrenia-like",ICD 10 - WHO:F11.50,,,,,Diagnosis,N/A,
e81605e4-f937-4ae6-89d0-f853dc441369,," Mental and behavioural disorders due to use of opioids - Psychotic disorder, predominantly delusional","[F11.51] Mental and behavioural disorders due to use of opioids - Psychotic disorder, predominantly delusional",ICD 10 - WHO:F11.51,,,,,Diagnosis,N/A,
0bbfce38-41f4-446a-895f-1febdbc58c6e,," Mental and behavioural disorders due to use of opioids - Psychotic disorder, predominantly hallucinatory","[F11.52] Mental and behavioural disorders due to use of opioids - Psychotic disorder, predominantly hallucinatory",ICD 10 - WHO:F11.52,,,,,Diagnosis,N/A,
a35844f1-5c40-4ddc-a610-210e43dcff7b,," Mental and behavioural disorders due to use of opioids - Psychotic disorder, predominantly polymorphic","[F11.53] Mental and behavioural disorders due to use of opioids - Psychotic disorder, predominantly polymorphic",ICD 10 - WHO:F11.53,,,,,Diagnosis,N/A,
fbf2aa84-40e5-4929-8e0c-b1e4f699d369,," Mental and behavioural disorders due to use of opioids - Psychotic disorder, predominantly depressive symptoms","[F11.54] Mental and behavioural disorders due to use of opioids - Psychotic disorder, predominantly depressive symptoms",ICD 10 - WHO:F11.54,,,,,Diagnosis,N/A,
a49b5324-0cd0-4f4d-a311-a245e5cd625c,," Mental and behavioural disorders due to use of opioids - Psychotic disorder, predominantly manic symptoms","[F11.55] Mental and behavioural disorders due to use of opioids - Psychotic disorder, predominantly manic symptoms",ICD 10 - WHO:F11.55,,,,,Diagnosis,N/A,
db04fcb1-3e94-4e94-8f14-df15ad31daf7,," Mental and behavioural disorders due to use of opioids - Psychotic disorder, mixed","[F11.56] Mental and behavioural disorders due to use of opioids - Psychotic disorder, mixed",ICD 10 - WHO:F11.56,,,,,Diagnosis,N/A,
e0b3e376-d1d8-4d06-b4c9-9607c42a1c9e,," Mental and behavioural disorders due to use of opioids - Amnesic syndrome",[F11.6] Mental and behavioural disorders due to use of opioids - Amnesic syndrome,ICD 10 - WHO:F11.6,,,,,Diagnosis,N/A,
355fb227-3d8d-4f82-b7f4-abd5944173a8,," Mental and behavioural disorders due to use of opioids - Residual and late-onset psychotic disorder",[F11.7] Mental and behavioural disorders due to use of opioids - Residual and late-onset psychotic disorder,ICD 10 - WHO:F11.7,,,,,Diagnosis,N/A,
294f7d41-b829-44a1-86ef-6db3e7ab9703,," Mental and behavioural disorders due to use of opioids - Flashbacks",[F11.70] Mental and behavioural disorders due to use of opioids - Flashbacks,ICD 10 - WHO:F11.70,,,,,Diagnosis,N/A,
04ba5097-93dc-486a-a783-9beeeeb6a783,," Mental and behavioural disorders due to use of opioids - Personality or behaviour disorder",[F11.71] Mental and behavioural disorders due to use of opioids - Personality or behaviour disorder,ICD 10 - WHO:F11.71,,,,,Diagnosis,N/A,
07017124-d932-414c-8f24-701473a21ed8,," Mental and behavioural disorders due to use of opioids - Residual affective disorder",[F11.72] Mental and behavioural disorders due to use of opioids - Residual affective disorder,ICD 10 - WHO:F11.72,,,,,Diagnosis,N/A,
0df1497e-1b25-4fc6-9ac5-f8748664fbf5,," Mental and behavioural disorders due to use of opioids - Dementia",[F11.73] Mental and behavioural disorders due to use of opioids - Dementia,ICD 10 - WHO:F11.73,,,,,Diagnosis,N/A,
31672ae3-bb91-4c49-bed8-f4f0c08a8482,," Mental and behavioural disorders due to use of cannabinoids - Harmful use",[F12.1] Mental and behavioural disorders due to use of cannabinoids - Harmful use,ICD 10 - WHO:F12.1,,,,,Diagnosis,N/A,
2ef64310-af95-47b3-9ca4-ba9c091a3333,," Mental and behavioural disorders due to use of cannabinoids - Dependence syndrome",[F12.2] Mental and behavioural disorders due to use of cannabinoids - Dependence syndrome,ICD 10 - WHO:F12.2,,,,,Diagnosis,N/A,
692580cd-256b-4fb5-b859-bcbffe73acea,," Mental and behavioural disorders due to use of cannabinoids - Psychotic disorder",[F12.5] Mental and behavioural disorders due to use of cannabinoids - Psychotic disorder,ICD 10 - WHO:F12.5,,,,,Diagnosis,N/A,
41e1d9da-aa78-49f3-a339-e0e7a4a9d60d,," Mental and behavioural disorders due to use of cannabinoids - Residual and late-onset psychotic disorder",[F12.7] Mental and behavioural disorders due to use of cannabinoids - Residual and late-onset psychotic disorder,ICD 10 - WHO:F12.7,,,,,Diagnosis,N/A,
a31f6b2c-6dcb-4dee-9513-42c03edccdfb,," Mental and behavioural disorders due to use of sedatives or hypnotics - Acute intoxication",[F13.0] Mental and behavioural disorders due to use of sedatives or hypnotics - Acute intoxication,ICD 10 - WHO:F13.0,,,,,Diagnosis,N/A,
427956b6-761d-44e9-8722-b3e2bd114dad,," Mental and behavioural disorders due to use of sedatives or hypnotics - Harmful use",[F13.1] Mental and behavioural disorders due to use of sedatives or hypnotics - Harmful use,ICD 10 - WHO:F13.1,,,,,Diagnosis,N/A,
70022351-b988-4e67-859f-5886ff4425b5,," Mental and behavioural disorders due to use of sedatives or hypnotics - Dependence syndrome",[F13.2] Mental and behavioural disorders due to use of sedatives or hypnotics - Dependence syndrome,ICD 10 - WHO:F13.2,,,,,Diagnosis,N/A,
64647843-cc13-4db5-a96c-f0de8585905e,," Mental and behavioural disorders due to use of sedatives or hypnotics - Withdrawal state",[F13.3] Mental and behavioural disorders due to use of sedatives or hypnotics - Withdrawal state,ICD 10 - WHO:F13.3,,,,,Diagnosis,N/A,
